회의록구분,대수,회의구분,위원회,회수,피감사기관,회의일자,발언자,발언순번,발언내용,기관구분
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,김진수 위원,32,"그 자리에 당초에 장애인학교를 설립하기로 했는데 그때 보니까 처음에는 계획이 잡혀 있었어요. 서울시, 처음에는 교육청하고 그쪽에 있는 지역 국회의원하고 서로 상의를 많이 해서 내용을 보니까 수십 차례 협의를 했더라고요. 그러다가 금년 1월에 서울시에서, 교육청에서 공문을 보냈더라고요. 그 이적지 외에 마곡지구의 공공부지에 학교를 설립할 수 있느냐 아니면 도시계획시설을 변경할 수 있느냐 이런 걸 문의했고, 또 서울시에서는 교육청에 이적지 그 학교에 설치를 못 할 경우에는 가능한 곳으로 해서 공문을 회신해 준 것으로 알고 있습니다. 그 내용 알고 계십니까?",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,33,"네, 일련의 과정들이 있습니다.",교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,김진수 위원,34,그런데 당초에 공진초 이적지에다 특수학교를 설립하기로 했는데도 불구하고 중간에 이게 왜 바뀌었습니까?,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,35,"그러니까 2016년 8월 이전과 이후가 바뀌는데요, 2016년 8월까지는 가능하면 주민들도 수용적인 그런 지역, 그다음에 장애인 학부모들도 선호하는 지역을 찾기 위한 다양한 노력이 있었고요. 그리고 8월에 행정력으로 한 다음에는…….",교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,김진수 위원,36,"위원장님, 조금만 시간을 더 주십시오.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,37,"그것을 기본으로 해서 죽 진행을 했었지요. 그런데 사실 김성태 의원님이나 그쪽 강서 의원님 쪽에서, 대책위 쪽에서는 계속 바꾸기를 요구해서 2개의 부지를 서울시가 얘기를 하고 그랬는데 서울시도 그렇게 적극적이었던 건 아닙니다.",교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,김진수 위원,38,"그런데 일련의 과정을 보면 서울시에서 충분하게 그쪽 마곡지구에 있는 공무원들이라든지 서울시청에 있는 푸른도시국, 기타 등등하고 또 서울시교육청의 학교에 관계되는 공무원들하고 또 시의원 이렇게 서로 협의를 본 사항이 있더라고, 제가 보면. 내용이 있는데 저는 왜 이것을 말씀드리는가 하면 국회의원이나 지방의원들이 장애인학교를 설립하는 것을 반대할 사람 아무도 없습니다.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,39,그렇습니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,김진수 위원,40,"예를 들어 우리가 선진국형 교육을 하려고 그러면 반드시 장애인들을 우대하기보다도 충분하게 그 사람들의 인격과 학습권을 보장해 줘야 됩니다. 사실 15년 동안 학교 설립이 하나도 안 됐다고 하는 것은 그동안에 중장기계획도 없이 그때 그 상황에 따라서 움직이는 형태가 많았었습니다. 그런데 교육감님께서는 누구보다도 인권을 많이 중시하시고, 조금 전에 보고서에서도 보지만 학습과 성장의 기회가 고루 제공되는 한편, 이렇게 말씀하십니다. 그러면 장애인들은 우리 대한민국의 또 서울시의 학생들 아닙니까? 그러면 여기에 대한 나름대로의 중장기계획을 세워서, 지금 현재 25개 중에서 아시지만 8개 구가 장애인학교가 없습니다.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,41,그렇습니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,김진수 위원,42,"그러면 여기에 있는 장애인 학생들은 과연 어떻게 학습권을 보장해 줄 수 있겠습니까? 거기다가 현재 중구에 사는 학생이 그쪽에 학교가 없기 때문에 강남이나 강서를 갈 수도 있습니다. 그러면 통학거리가 굉장히 멉니다. 보통 학생들은 근거리 학교를 배정해 주는데 장애인들은 통학하는 과정에서 몸도 불편하기 때문에 어떤 경우는 용변 그런 것도 문제가 돼서 밥도 안 먹고 학교를 가는 경우가 많습니다. 그래서 거의 반 정도가 제가 볼 때는 자가용으로 학교를 통학하고 나머지는 통학버스를 이용하고 있는데 통학버스도 거리가 30분에서 2시간 거리가 됩니다. 그러면 왕복 1시간에서 4시간, 5시간 걸립니다. 이것은 불편한 학생들에게 나름대로 교육청에서 현재 학교 설립이 어렵다고 하면 반드시 통학할 수 있는 셔틀버스라도 해 줘야 되는데 전혀 그런 계획이 없습니다. 앞으로 그런 계획을 세울 수 있는 겁니까, 어떻게 됩니까?",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,43,"우선 지적 감사드리고요. 강서는 아직도 주민과 접점을 충분히 찾지 못한 상태입니다. 그래서 이번 주부터 본격적으로 주민들과 협의를 해서, 또 그때 2차 공청회 이후에 주민들도 조금 변화된 의견들이 많으신 것 같습니다. 그래서 접점을 찾기 위한 노력을 하겠다는 말씀을 드리고요. 나머지 구역에서 여덟 군데가 없고 어쨌든 장거리 통학하는 경우가 있으니까 그 방안에 대해서 지금 말씀은 공공셔틀버스라든지 이런 것들을 지적하시는 걸로 말씀을 듣고 저희가 고민해 보도록 하겠습니다. 그러니까 지금 연구프로젝트를 진행을 해서 남은 기간에…….",교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,김진수 위원,44,"그것은 언 발에 오줌 누는 식으로 예를 들어서 셔틀버스 한두 대 더 넣을 수 있겠습니다만, 물론 예산이 더 투입되겠지만 가장 중요한 것은 현재 25개 구 중에서 8개 구가 없습니다. 그러면 그 구에 장애인학교를 설립해 줘야 될 것 아닙니까? 그런 것을 중장기계획을 세워가지고 대책을 마련해야 될 것 아닙니까?",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,45,그것은 하도록 하겠습니다.,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,김진수 위원,46,전혀 준비가 안 돼 있습니다.,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,47,지금 연구프로젝트 중이니까요…….,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,김진수 위원,48,연구프로젝트 할 그런 사항이 아닙니다. 제가 볼 때는 15년간 현재 장애인학교 설립이 안 됐습니다. 여기에 대해서 장애인들에 대한 무슨 혜택을 준다기보다도 기본권을 충분히 보장해야…….,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,교육감 조희연,49,그 점은 제가 100% 동의가 됩니다. 제가 지난번에 기자회견도 해서 김 위원님이 말씀하신 것을 천명을 했기 때문에 프로젝트가 나오는 대로 구체적 실행계획을…….,교육감
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2017.11.02 목요일,김진수 위원,50,"제가 마지막으로 말씀드리겠습니다만 그때 뉴스를 보니까 김성태 의원이 마치 장애인학교를 반대하는 것처럼 보였더라고. 그 당시에 공진초 이적지 그쪽에다 장애인학교를 설립하려고 했는데 아마 주민들이 반대를 하다 보니까, 마곡지구가 새로 설립되고 하니까 그쪽에 있는 공원부지에다 서로가 윈윈하는 전략으로 했는데 이상하게 오해가 있었던 것 같아요. 제가 볼 때 교육감님은 사실 교육행정의 수장이십니다. 정책을 한 번 수립하시면 그 정책은 일관되게 추진하셔야 됩니다. 가다가 예를 들어서 국회의원이 이야기한다고, 누가 다른 사람이 이야기한다고 해서 다시 바꾸고 그러면 안 됩니다. 그러면 서로 협의가 된 사항이 있으면, 합의된 사항이 있으면 그대로 추진하셔야 되는데 그것에 대한 책임도 없고 아무 이야기도 안 하시고 그러다 보니까 주민들 간에 서로 불협화음이 생기고 여러 가지 매스컴에서 안 좋은 그런 사항이 나왔는데 이 점에 대해서는 아까 전에 제가 누누이 말씀드렸습니다만 다른 혁신학교도 물론 하기는 해야 되겠습니다만 우리 아이들을 위해서 이런 중요한, 더군다나 힘들지 않습니까? 거기에 대한 배려와 관심을 가져 주셔서 계획을 제대로 수립해서 진행해 주시기를 부탁드리겠습니다.",위원
